"speciesName";"nederNaam";"group";"family";"genus"
"Acleris literana";"groene boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris abietana";"dennenboogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris lorquiniana";"satijnboogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris rufana";"gezoomde boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris lipsiana";"grijze boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris hyemana";"variabele heidebladroller";"micro";"Tortricidae";"Acleris"
"Acleris cristana";"diamantborsteltje";"micro";"Tortricidae";"Acleris"
"Acleris scabrana";"zwartnekboogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris hastiana";"kameleonbladroller";"micro";"Tortricidae";"Acleris"
"Acleris logiana";"witte boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris kochiella";"iepenbladroller";"micro";"Tortricidae";"Acleris"
"Acleris permutana";"rozenboogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris variegana";"witschouderbladroller";"micro";"Tortricidae";"Acleris"
"Acleris schalleriana";"zuidelijke boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris shepherdana";"spireaboogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris quercinana";"eikenboogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris notana";"oranje boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris ferrugana";"lichte boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris aspersana";"bruingele boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris rhombana";"gehoekte boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris sparsana";"esdoornboogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris comariana";"okergele driehoekbladroller";"micro";"Tortricidae";"Acleris"
"Acleris laterana";"variabele driehoekbladroller";"micro";"Tortricidae";"Acleris"
"Acleris holmiana";"rode driehoekbladroller";"micro";"Tortricidae";"Acleris"
"Acleris forsskaleana";"kleine boogbladroller";"micro";"Tortricidae";"Acleris"
"Acleris bergmanniana";"gouden boogbladroller";"micro";"Tortricidae";"Acleris"
"Aleimma loeflingiana";"zonnesproetbladroller";"micro";"Tortricidae";"Aleimma"
"Tortrix viridana";"groene eikenbladroller";"micro";"Tortricidae";"Tortrix"
"Spatalistis bifasciana";"azuurbladroller";"micro";"Tortricidae";"Spatalistis"
"Falseuncaria ruficiliana";"primulabladroller";"micro";"Tortricidae";"Falseuncaria"
"Cochylis nana";"vroege dwergbladroller";"micro";"Tortricidae";"Cochylis"
"Cochylis posterana";"roodtipbladroller";"micro";"Tortricidae";"Cochylis"
"Cochylis pallidana";"zandblauwbladroller";"micro";"Tortricidae";"Cochylis"
"Cochylis atricapitana";"sint-jacobsbladroller";"micro";"Tortricidae";"Cochylis"
"Cochylis dubitana";"blauwe distelbladroller";"micro";"Tortricidae";"Cochylis"
"Cochylis hybridella";"koperrandbladroller";"micro";"Tortricidae";"Cochylis"
"Cochylis flaviciliana";"regenboogbladroller";"micro";"Tortricidae";"Cochylis"
"Cochylis roseana";"roze bladroller";"micro";"Tortricidae";"Cochylis"
"Cochylidia rupicola";"veelkleurige bladroller";"micro";"Tortricidae";"Cochylidia"
"Aethes tornella";"breedbandsmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes beatricella";"beatricebladroller";"micro";"Tortricidae";"Aethes"
"Aethes francillana";"peensmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes flagellana";"kruisdistelsmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes dilucidana";"pastinaaksmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes hartmanniana";"beemdkroonsmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes piercei";"schijnbeemdkroonsmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes williana";"geschaafd smalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes tesserana";"prachtsmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes rutilana";"kanariesmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes smeathmanniana";"kommabladroller";"micro";"Tortricidae";"Aethes"
"Aethes triangulana";"triangelbladroller";"micro";"Tortricidae";"Aethes"
"Aethes margaritana";"roestbandsmalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes rubigana";"donker c-smalsnuitje";"micro";"Tortricidae";"Aethes"
"Aethes cnicana";"c-smalsnuitje";"micro";"Tortricidae";"Aethes"
"Commophila aeneana";"koningsmantelmot";"micro";"Tortricidae";"Commophila"
"Eupoecilia sanguisorbana";"pimpernelsmalsnuitje";"micro";"Tortricidae";"Eupoecilia"
"Eupoecilia ambiguella";"blauw smalsnuitje";"micro";"Tortricidae";"Eupoecilia"
"Eupoecilia angustana";"gewoon smalsnuitje";"micro";"Tortricidae";"Eupoecilia"
"Agapeta zoegana";"kanariepietje";"micro";"Tortricidae";"Agapeta"
"Agapeta hamana";"distelbladroller";"micro";"Tortricidae";"Agapeta"
"Gynnidomorpha alismana";"alismabladroller";"micro";"Tortricidae";"Gynnidomorpha"
"Gynnidomorpha permixtana";"ratelaarbladroller";"micro";"Tortricidae";"Gynnidomorpha"
"Gynnidomorpha minimana";"kartelbladbladroller";"micro";"Tortricidae";"Gynnidomorpha"
"Gynnidomorpha vectisana";"zwartstipbladroller";"micro";"Tortricidae";"Gynnidomorpha"
"Phalonidia affinitana";"zultebladroller";"micro";"Tortricidae";"Phalonidia"
"Phalonidia manniana";"muntbladroller";"micro";"Tortricidae";"Phalonidia"
"Phalonidia curvistrigana";"guldenroedebladroller";"micro";"Tortricidae";"Phalonidia"
"Cochylimorpha alternana";"centauriebladroller";"micro";"Tortricidae";"Cochylimorpha"
"Phtheochroa rugosana";"schimmelbladroller";"micro";"Tortricidae";"Phtheochroa"
"Phtheochroa sodaliana";"bont smalsnuitje";"micro";"Tortricidae";"Phtheochroa"
"Phtheochroa schreibersiana";"tweekleurig smalsnuitje";"micro";"Tortricidae";"Phtheochroa"
"Phtheochroa inopiana";"dof smalsnuitje";"micro";"Tortricidae";"Phtheochroa"
"Phragmataecia castaneae";"rietluipaard";"macro";"Cossidae";"Phragmataecia"
"Zeuzera pyrina";"gestippelde houtvlinder";"macro";"Cossidae";"Zeuzera"
"Cossus cossus";"wilgenhoutrups";"macro";"Cossidae";"Cossus"
"Chamaesphecia empiformis";"schijn-wolfsmelkwespvlinder";"macro";"Sesiidae";"Chamaesphecia"
"Chamaesphecia tenthrediniformis";"wolfsmelkwespvlinder";"macro";"Sesiidae";"Chamaesphecia"
"Bembecia ichneumoniformis";"klaverwespvlinder";"macro";"Sesiidae";"Bembecia"
"Synanthedon tipuliformis";"bessenglasvlinder";"macro";"Sesiidae";"Synanthedon"
"Synanthedon myopaeformis";"appelglasvlinder";"macro";"Sesiidae";"Synanthedon"
"Synanthedon vespiformis";"eikenwespvlinder";"macro";"Sesiidae";"Synanthedon"
"Synanthedon formicaeformis";"wilgenwespvlinder";"macro";"Sesiidae";"Synanthedon"
"Synanthedon culiciformis";"berkenglasvlinder";"macro";"Sesiidae";"Synanthedon"
"Synanthedon spheciformis";"elzenwespvlinder";"macro";"Sesiidae";"Synanthedon"
"Paranthrene tabaniformis";"populierenwespvlinder";"macro";"Sesiidae";"Paranthrene"
"Sesia bembeciformis";"gekraagde wespvlinder";"macro";"Sesiidae";"Sesia"
"Sesia apiformis";"hoornaarvlinder";"macro";"Sesiidae";"Sesia"
"Pennisetia hylaeiformis";"frambozenglasvlinder";"macro";"Sesiidae";"Pennisetia"
"Zygaena trifolii";"vijfvlek-sint-jansvlinder";"macro";"Zygaenidae";"Zygaena"
"Zygaena filipendulae";"sint-jansvlinder";"macro";"Zygaenidae";"Zygaena"
"Zygaena viciae";"kleine sint-jansvlinder";"macro";"Zygaenidae";"Zygaena"
"Adscita statices";"metaalvlinder";"macro";"Zygaenidae";"Adscita"
"Rhagades pruni";"bruine metaalvlinder";"macro";"Zygaenidae";"Rhagades"
"Theresimima ampellophaga";"wingerdmetaalvlinder";"macro";"Zygaenidae";"Theresimima"
"Heterogenea asella";"kleine slakrups";"macro";"Limacodidae";"Heterogenea"
"Apoda limacodes";"slakrups";"macro";"Limacodidae";"Apoda"
"Thiotricha subocellea";"kustoogje";"micro";"Gelechiidae";"Thiotricha"
"Sitotroga cerealella";"graanmot";"micro";"Gelechiidae";"Sitotroga"
"Platyedra subcinerea";"kaasjeskruidmot";"micro";"Gelechiidae";"Platyedra"
"Pexicopia malvella";"heemstzaadmot";"micro";"Gelechiidae";"Pexicopia"
"Acompsia schmidtiellus";"Limburgse fluweelpalpmot";"micro";"Gelechiidae";"Acompsia"
"Acompsia cinerella";"fluweelpalpmot";"micro";"Gelechiidae";"Acompsia"
"Helcystogramma rufescens";"rietpalpmot";"micro";"Gelechiidae";"Helcystogramma"
"Helcystogramma lutatella";"lichte rietpalpmot";"micro";"Gelechiidae";"Helcystogramma"
"Brachmia inornatella";"poeltjespalpmot";"micro";"Gelechiidae";"Brachmia"
"Brachmia blandella";"puntvleugelpalpmot";"micro";"Gelechiidae";"Brachmia"
"Brachmia dimidiella";"vossenkopmot";"micro";"Gelechiidae";"Brachmia"
"Dichomeris alacella";"venstervlekmot";"micro";"Gelechiidae";"Dichomeris"
"Dichomeris derasella";"sleedoornpalpmot";"micro";"Gelechiidae";"Dichomeris"
"Dichomeris ustalella";"roestkleurige palpmot";"micro";"Gelechiidae";"Dichomeris"
"Dichomeris marginella";"jeneverbesmot";"micro";"Gelechiidae";"Dichomeris"
"Neofaculta infernella";"bosbespalpmot";"micro";"Gelechiidae";"Neofaculta"
"Neofaculta ericetella";"heidepalpmot";"micro";"Gelechiidae";"Neofaculta"
"Nothris verbascella";"zwartpootmot";"micro";"Gelechiidae";"Nothris"
"Hypatima rhomboidella";"zandlopermot";"micro";"Gelechiidae";"Hypatima"
"Anarsia spartiella";"bremscheutboorder";"micro";"Gelechiidae";"Anarsia"
"Anarsia lineatella";"perzikscheutboorder";"micro";"Gelechiidae";"Anarsia"
"Anacampsis temerella";"wilgspikkelpalpmot";"micro";"Gelechiidae";"Anacampsis"
"Anacampsis blattariella";"spikkelpalpmot";"micro";"Gelechiidae";"Anacampsis"
"Anacampsis populella";"populierenspikkelpalpmot";"micro";"Gelechiidae";"Anacampsis"
"Aproaerema anthyllidella";"wondklaverpalpmot";"micro";"Gelechiidae";"Aproaerema"
"Aproaerema captivella";"grote bandpalpmot";"micro";"Gelechiidae";"Aproaerema"
"Aproaerema albipalpella";"zuidelijke bandpalpmot";"micro";"Gelechiidae";"Aproaerema"
"Aproaerema vinella";"fraaie bandpalpmot";"micro";"Gelechiidae";"Aproaerema"
"Aproaerema taeniolella";"brede bandpalpmot";"micro";"Gelechiidae";"Aproaerema"
"Aproaerema larseniella";"bandpalpmot";"micro";"Gelechiidae";"Aproaerema"
"Aproaerema cinctella";"vale bandpalpmot";"micro";"Gelechiidae";"Aproaerema"
"Sophronia semicostella";"bruine zoompalpmot";"micro";"Gelechiidae";"Sophronia"
"Caryocolum kroesmanniella";"gevlekte kustmot";"micro";"Gelechiidae";"Caryocolum"
"Caryocolum tricolorella";"driekleurige kustmot";"micro";"Gelechiidae";"Caryocolum"
"Caryocolum blandulella";"lichte kustmot";"micro";"Gelechiidae";"Caryocolum"
"Caryocolum blandella";"zwartvlerkkustmot";"micro";"Gelechiidae";"Caryocolum"
"Caryocolum fraternella";"bruine kustmot";"micro";"Gelechiidae";"Caryocolum"
"Caryocolum cauligenella";"silenekustmot";"micro";"Gelechiidae";"Caryocolum"
"Caryocolum alsinella";"gewone kustmot";"micro";"Gelechiidae";"Caryocolum"
"Phthorimaea operculella";"aardappelmot";"micro";"Gelechiidae";"Phthorimaea"
"Scrobipalpula tussilaginis";"hoefbladpalpmot";"micro";"Gelechiidae";"Scrobipalpula"
"Scrobipalpa proclivella";"grijs zandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa costella";"vlekzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa atriplicella";"ganzenvoetzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa nitentella";"kwelderzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa obsoletella";"meldezandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa instabilella";"variabel zandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa salinella";"zeekraalzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa samadensis";"schorzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa artemisiella";"fijnzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Scrobipalpa acuminatella";"distelzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Gnorimoschema streliciella";"donker schemamotje";"micro";"Gelechiidae";"Gnorimoschema"
"Gnorimoschema herbichii";"schemamotje";"micro";"Gelechiidae";"Gnorimoschema"
"Athrips mouffetella";"kamperfoeliepalpmot";"micro";"Gelechiidae";"Athrips"
"Athrips pruinosella";"waddenpalpmot";"micro";"Gelechiidae";"Athrips"
"Prolita solutella";"zesvlekpalpmot";"micro";"Gelechiidae";"Prolita"
"Prolita sexpunctella";"brede zesvlekpalpmot";"micro";"Gelechiidae";"Prolita"
"Neofriseria singula";"lichte gazonpalpmot";"micro";"Gelechiidae";"Neofriseria"
"Neofriseria peliella";"donkere gazonpalpmot";"micro";"Gelechiidae";"Neofriseria"
"Aroga velocella";"zuringpalpmot";"micro";"Gelechiidae";"Aroga"
"Chionodes fumatella";"witschubbige palpmot";"micro";"Gelechiidae";"Chionodes"
"Chionodes electella";"gevlekte witkoppalpmot";"micro";"Gelechiidae";"Chionodes"
"Chionodes distinctella";"bruine witkoppalpmot";"micro";"Gelechiidae";"Chionodes"
"Chionodes continuella";"witkoppalpmot";"micro";"Gelechiidae";"Chionodes"
"Chionodes tragicella";"mistpalpmot";"micro";"Gelechiidae";"Chionodes"
"Mirificarma mulinella";"bremkwastje";"micro";"Gelechiidae";"Mirificarma"
"Mirificarma interrupta";"streephoutmot";"micro";"Gelechiidae";"Mirificarma"
"Mirificarma lentiginosella";"witpootpalpmot";"micro";"Gelechiidae";"Mirificarma"
"Mirificarma eburnella";"vuurpalpmot";"micro";"Gelechiidae";"Mirificarma"
"Psoricoptera gibbosella";"eikenborsteltje";"micro";"Gelechiidae";"Psoricoptera"
"Gelechia rhombelliformis";"harpoenpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia turpella";"loodgrijze haakpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia nigra";"zwarte palpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia hippophaella";"duindoornpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia muscosella";"donkere haakpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia sororculella";"haakpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia sabinellus";"jeneverbeshaakpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia senticetella";"zwarte haakpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia scotinella";"sleedoornhaakpalpmot";"micro";"Gelechiidae";"Gelechia"
"Gelechia rhombella";"zwartlapmot";"micro";"Gelechiidae";"Gelechia"
"Altenia scriptella";"aakpalpmot";"micro";"Gelechiidae";"Altenia"
"Xenolechia aethiops";"dopheidezwerfmot";"micro";"Gelechiidae";"Xenolechia"
"Pseudotelphusa scalella";"pronkpalpmot";"micro";"Gelechiidae";"Pseudotelphusa"
"Teleiopsis diffinis";"fraaie korrelpalpmot";"micro";"Gelechiidae";"Teleiopsis"
"Pseudotelphusa paripunctella";"stipjespalpmot";"micro";"Gelechiidae";"Pseudotelphusa"
"Teleiodes wagae";"lichte korrelpalpmot";"micro";"Gelechiidae";"Teleiodes"
"Carpatolechia proximella";"smalpalpmot";"micro";"Gelechiidae";"Carpatolechia"
"Carpatolechia notatella";"lichte smalpalpmot";"micro";"Gelechiidae";"Carpatolechia"
"Carpatolechia alburnella";"satijnsmalpalpmot";"micro";"Gelechiidae";"Carpatolechia"
"Carpatolechia fugitivella";"gelijnde smalpalpmot";"micro";"Gelechiidae";"Carpatolechia"
"Carpatolechia fugacella";"variabele smalpalpmot";"micro";"Gelechiidae";"Carpatolechia"
"Carpatolechia decorella";"schouderstreepmot";"micro";"Gelechiidae";"Carpatolechia"
"Teleiodes saltuum";"korrelpalpmot";"micro";"Gelechiidae";"Teleiodes"
"Teleiodes flavimaculella";"donkere maanpalpmot";"micro";"Gelechiidae";"Teleiodes"
"Teleiodes luculella";"maanpalpmot";"micro";"Gelechiidae";"Teleiodes"
"Teleiodes vulgella";"gammapalpmot";"micro";"Gelechiidae";"Teleiodes"
"Parachronistis albiceps";"zebramot";"micro";"Gelechiidae";"Parachronistis"
"Stenolechia gemmella";"eikenpalpmot";"micro";"Gelechiidae";"Stenolechia"
"Exoteleia dodecella";"dennenlotmot";"micro";"Gelechiidae";"Exoteleia"
"Recurvaria leucatella";"gordelpalpmot";"micro";"Gelechiidae";"Recurvaria"
"Recurvaria nanella";"fruitpalpmot";"micro";"Gelechiidae";"Recurvaria"
"Bryotropha basaltinella";"grootvlekmospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha affinis";"geelwitte mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha umbrosella";"variabele mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha similis";"witte mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha senectella";"donkere mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha domestica";"mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha galbanella";"gevlekte mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha desertella";"bruine mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Bryotropha terrella";"oranje mospalpmot";"micro";"Gelechiidae";"Bryotropha"
"Eulamprotes atrella";"geeltandboegsprietmot";"micro";"Gelechiidae";"Eulamprotes"
"Eulamprotes unicolorella";"purpertandboegsprietmot";"micro";"Gelechiidae";"Eulamprotes"
"Eulamprotes superbella";"smalle zilverbandboegsprietmot";"micro";"Gelechiidae";"Eulamprotes"
"Eulamprotes wilkella";"zilverbandpalpmot";"micro";"Gelechiidae";"Eulamprotes"
"Monochroa hornigi";"duizendknoopboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa suffusella";"tweevleksboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa arundinetella";"lichte boegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa moyses";"zeeuwse boegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa palustrellus";"gestreepte boegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa divisella";"donkere boegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa lucidella";"geelbandboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa lutulentella";"spireaboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa tetragonella";"zwartvlekboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa conspersella";"witvlekboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa tenebrella";"olijfkleurige boegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Monochroa cytisella";"varenboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Argolamprotes micella";"frambozenpalpmot";"micro";"Gelechiidae";"Argolamprotes"
"Ptocheuusa paupella";"alantpalpmot";"micro";"Gelechiidae";"Ptocheuusa"
"Apodia bifractella";"heelblaadjespalpmot";"micro";"Gelechiidae";"Apodia"
"Metzneria aprilella";"karmozijnrode distelpalpmot";"micro";"Gelechiidae";"Metzneria"
"Metzneria metzneriella";"knoopkruidpalpmot";"micro";"Gelechiidae";"Metzneria"
"Metzneria lappella";"klispalpmot";"micro";"Gelechiidae";"Metzneria"
"Metzneria aestivella";"driedistelpalpmot";"micro";"Gelechiidae";"Metzneria"
"Isophrictis striatella";"streepbandmot";"micro";"Gelechiidae";"Isophrictis"
"Atremaea lonchoptera";"lisdoddepalpmot";"micro";"Gelechiidae";"Atremaea"
"Chrysoesthia sexguttella";"zesvleksmot";"micro";"Gelechiidae";"Chrysoesthia"
"Chrysoesthia drurella";"gloriemot";"micro";"Gelechiidae";"Chrysoesthia"
"Aristotelia brizella";"kwelderpistoolmot";"micro";"Gelechiidae";"Aristotelia"
"Aristotelia ericinella";"heidepistoolmot";"micro";"Gelechiidae";"Aristotelia"
"Aristotelia subdecurtella";"echte pistoolmot";"micro";"Gelechiidae";"Aristotelia"
"Dactylotula kinkerella";"helmpalpmot";"micro";"Gelechiidae";"Dactylotula"
"Hypatopa inunctella";"platte spaandermot";"micro";"Blastobasidae";"Hypatopa"
"Hypatopa binotella";"vijfvlekspaandermot";"micro";"Blastobasidae";"Hypatopa"
"Blastobasis phycidella";"grauwe spaandermot";"micro";"Blastobasidae";"Blastobasis"
"Oegoconia deauratella";"witte dominomot";"micro";"Autostichidae";"Oegoconia"
"Oegoconia quadripuncta";"";"micro";"Autostichidae";"Oegoconia"
"Scythris ericivorella";"heidedikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris siccella";"kustdikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris ericetella";"vale heidedikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris dissimilella";"zuidelijke dikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris laminella";"muizenoordikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris picaepennis";"goudspikkelige dikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris tributella";"zandkleurige dikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris empetrella";"eenstipdikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris inspersella";"wilgenroosjesdikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris knochella";"streepdikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris limbella";"lichte dikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris potentillella";"tijmdikkopmot";"micro";"Scythrididae";"Scythris"
"Scythris cicadella";"gevlekte dikkopmot";"micro";"Scythrididae";"Scythris"
"Cosmopterix lienigiella";"gele rietprachtmot";"micro";"Cosmopterigidae";"Cosmopterix"
"Cosmopterix scribaiella";"zwarte rietprachtmot";"micro";"Cosmopterigidae";"Cosmopterix"
"Cosmopterix zieglerella";"hopprachtmot";"micro";"Cosmopterigidae";"Cosmopterix"
"Limnaecia phragmitella";"lisdoddeveertje";"micro";"Cosmopterigidae";"Limnaecia"
"Pancalia nodosella";"duinviooltjesmot";"micro";"Cosmopterigidae";"Pancalia"
"Pancalia schwarzella";"hondsviooltjesmot";"micro";"Cosmopterigidae";"Pancalia"
"Pancalia leuwenhoekella";"kleine viooltjesmot";"micro";"Cosmopterigidae";"Pancalia"
"Sorhagenia janiszewskae";"wegedoorntwijgmot";"micro";"Cosmopterigidae";"Sorhagenia"
"Sorhagenia rhamniella";"wegedoornknopmot";"micro";"Cosmopterigidae";"Sorhagenia"
"Mompha epilobiella";"gewone wilgenroosjesmot";"micro";"Momphidae";"Mompha"
"Mompha subbistrigella";"basterdwederikpeulmot";"micro";"Momphidae";"Mompha"
"Mompha sturnipennella";"wilgenroosjesgalmot";"micro";"Momphidae";"Mompha"
"Mompha bradleyi";"harige wilgenroosjesgalmot";"micro";"Momphidae";"Mompha"
"Mompha divisella";"basterdwederikgalmot";"micro";"Momphidae";"Mompha"
"Mompha propinquella";"bonte wilgenroosjesmot";"micro";"Momphidae";"Mompha"
"Mompha conturbatella";"wilgenroosjesscheutmot";"micro";"Momphidae";"Mompha"
"Mompha raschkiella";"tweekleurige wilgenroosjesmot";"micro";"Momphidae";"Mompha"
"Mompha locupletella";"basterdwederikmot";"micro";"Momphidae";"Mompha"
"Mompha terminella";"kleine heksenkruidmot";"micro";"Momphidae";"Mompha"
"Mompha langiella";"zwarte heksenkruidmot";"micro";"Momphidae";"Mompha"
"Mompha idaei";"wilgenroosjeswortelmot";"micro";"Momphidae";"Mompha"
"Mompha miscella";"zonneroosjesmot";"micro";"Momphidae";"Mompha"
"Batrachedra pinicolella";"gele smalvleugelmot";"micro";"Batrachedridae";"Batrachedra"
"Batrachedra praeangusta";"katjessmalvleugelmot";"micro";"Batrachedridae";"Batrachedra"
"Coleophora salicorniae";"zeekraalkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora squalorella";"tweevlekkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora clypeiferella";"roetstreepkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora silenella";"";"micro";"Coleophoridae";"Coleophora"
"Coleophora adspersella";"witsprietmeldekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora granulatella";"averuitkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora follicularis";"koninginnekruidkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora argentula";"duizendbladkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora albicans";"alsemkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora tanaceti";"wormkruidkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora striatipennella";"muurkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora trochilella";"gestreepte bijvoetkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora peribenanderi";"distelkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora galbulipennella";"duinsilenekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora artemisicolella";"bijvoetbloemkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora salinella";"melkwitte meldekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora deviella";"schorrenkruidkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora atriplicis";"lichtbruine meldekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora vestianella";"zandmeldekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora versurella";"bleekgestreepte meldekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora sternipennella";"ganzenvoetkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora saxicolella";"donkere meldekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora asteris";"asterkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora therinella";"zwaluwtongkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora obscenella";"guldenroedekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora lassella";"greppelrusjeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora sylvaticella";"veldbieskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora taeniipennella";"gestreepte ruskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora alticolella";"gewone ruskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora otidipennella";"vroege veldbieskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora glaucicolella";"bleke ruskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora tamesis";"zompruskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora caespititiella";"bieskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora maritimella";"zeeruskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora adjunctella";"egale ruskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora pennella";"haartjeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora solitariella";"oranje muurkokermot";"micro";"Coleophoridae";"Coleophora"
