"speciesName";"nederNaam";"group";"family";"genus"
"Pelochrista infidana";"";"micro";"Tortricidae";"Pelochrista"
"Aethes kindermanniana";"";"micro";"Tortricidae";"Aethes"
"Xanthocrambus lucellus";"";"micro";"Crambidae";"Xanthocrambus"
"Nomophila nearctica";"";"micro";"Crambidae";"Nomophila"
"Peribatodes ilicaria";"";"macro";"Geometridae";"Peribatodes"
"Aplocera praeformata";"";"macro";"Geometridae";"Aplocera"
"Idaea deversaria";"";"macro";"Geometridae";"Idaea"
"Satyrium spini";"";"rhop";"Lycaenidae";"Satyrium"
"Coenonympha glycerion";"";"rhop";"Nymphalidae";"Coenonympha"
"Paidia rica";"";"macro";"Erebidae";"Paidia"
"Atlantarctia tigrina";"";"macro";"Erebidae";"Atlantarctia"
"Apterona crenulella";"";"micro";"Psychidae";"Apterona"
"Valeria oleagina";"";"macro";"Noctuidae";"Valeria"
"Agrochola laevis";"";"macro";"Noctuidae";"Agrochola"
"Cydia albipicta";"";"micro";"Tortricidae";"Cydia"
"Conisania luteago";"";"macro";"Noctuidae";"Conisania"
"Atypha pulmonaris";"";"macro";"Noctuidae";"Atypha"
"Tiliacea sulphurago";"";"macro";"Noctuidae";"Tiliacea"
"Euchalcia variabilis";"";"macro";"Noctuidae";"Euchalcia"
"Lygephila lusoria";"";"macro";"Erebidae";"Lygephila"
"Thetidia smaragdaria";"";"macro";"Geometridae";"Thetidia"
"Rhodostrophia calabra";"";"macro";"Geometridae";"Rhodostrophia"
"Eurranthis plummistaria";"";"macro";"Geometridae";"Eurranthis"
"Isturgia famula";"";"macro";"Geometridae";"Isturgia"
"Agriopis bajaria";"";"macro";"Geometridae";"Agriopis"
"Itame vincularia";"";"macro";"Geometridae";"Itame"
"Carsia sororiata";"";"macro";"Geometridae";"Carsia"
"Camptogramma scripturata";"";"macro";"Geometridae";"Camptogramma"
"Entephria caesiata";"";"macro";"Geometridae";"Entephria"
"Abraxas pantaria";"";"macro";"Geometridae";"Abraxas"
"Polypogon tentacularia";"zoensnuituil";"macro";"Erebidae";"Polypogon"
"Ecpyrrhorrhoe rubiginalis";"";"micro";"Crambidae";"Ecpyrrhorrhoe"
"Titanio tarraconensis";"";"micro";"Crambidae";"Titanio"
"Phiaris metallicana";"";"micro";"Tortricidae";"Phiaris"
"Chilo luteellus";"";"micro";"Crambidae";"Chilo"
"Eudonia sudetica";"";"micro";"Crambidae";"Eudonia"
"Trachonitis cristella";"";"micro";"Pyralidae";"Trachonitis"
"Leucinodes orbonalis";"";"micro";"Crambidae";"Leucinodes"
"Metzneria neuropterella";"";"micro";"Gelechiidae";"Metzneria"
"Coleophora partitella";"";"micro";"Coleophoridae";"Coleophora"
"Hellinsia osteodactylus";"";"micro";"Pterophoridae";"Hellinsia"
"Synanthedon conopiformis";"";"macro";"Sesiidae";"Synanthedon"
"Pyropteron chrysidiformis";"";"macro";"Sesiidae";"Pyropteron"
"Zygaena lonicerae";"";"macro";"Zygaenidae";"Zygaena"
"Jordanita globulariae";"";"macro";"Zygaenidae";"Jordanita"
"Taleporia politella";"";"micro";"Psychidae";"Taleporia"
"Euxoa vitta";"";"macro";"Noctuidae";"Euxoa"
"Conistra veronicae";"";"macro";"Noctuidae";"Conistra"
"Idaea pallidata";"";"macro";"Geometridae";"Idaea"
"Acleris roscidana";"";"micro";"Tortricidae";"Acleris"
"Chrysocrambus craterella";"";"micro";"Crambidae";"Chrysocrambus"
"Scythris grandipennis";"";"micro";"Scythrididae";"Scythris"
"Parornix loganella";"";"micro";"Gracillariidae";"Parornix"
"Stigmella lonicerarum";"";"micro";"Nepticulidae";"Stigmella"
"Stigmella viscerella";"";"micro";"Nepticulidae";"Stigmella"
"Stigmella mespilicola";"";"micro";"Nepticulidae";"Stigmella"
"Isophrictis anthemidella";"scherpe streepbandmot";"micro";"Gelechiidae";"Isophrictis"
"Paracorsia repandalis";"honingbandmot";"micro";"Crambidae";"Paracorsia"
"Diplopseustis perieresalis";"zwerfsnuitmot";"micro";"Crambidae";"Diplopseustis"
"Monochroa elongella";"zandplaatboegsprietmot";"micro";"Gelechiidae";"Monochroa"
"Epiphyas postvittana";"australische bladroller";"micro";"Tortricidae";"Epiphyas"
"Stigmella aceris";"akenmineermot";"micro";"Nepticulidae";"Stigmella"
"Schiffermuelleria schaefferella";"zilverstraalmot";"micro";"Oecophoridae";"Schiffermuelleria"
"Dahlica wockei";"";"micro";"Psychidae";"Dahlica"
"Rheumaptera subhastata";"kleine speerpuntspanner";"macro";"Geometridae";"Rheumaptera"
"Mompha jurassicella";"wilgenroosjesboorder";"micro";"Momphidae";"Mompha"
"Dryas iulia";"";"rhop";"Nymphalidae";"Dryas"
"Bufoidia hyatti";"";"macro";"Lasiocampidae";"Bufoidia"
"Eurema elathea";"";"rhop";"Pieridae";"Eurema"
"Euclea vericrux";"";"macro";"Limacodidae";"Euclea"
"Caligo eurilochus";"";"rhop";"Nymphalidae";"Caligo"
"Strymon istapa";"";"rhop";"Lycaenidae";"Strymon"
"Grapholita nebritana";"";"micro";"Tortricidae";"Grapholita"
"Luffia ferchaultella";"hoornzakdrager";"micro";"Psychidae";"Luffia"
"Caloptilia hemidactylella";"bonte esdoornsteltmot";"micro";"Gracillariidae";"Caloptilia"
"Cydalima perspectalis";"buxusmot";"micro";"Crambidae";"Cydalima"
"Pseudococcyx tessulatana";"cipresbladroller";"micro";"Tortricidae";"Pseudococcyx"
"Bucculatrix ulmifoliae";"donkere iepenooglapmot";"micro";"Bucculatricidae";"Bucculatrix"
"Coleophora boreella";"noordse kokermot";"micro";"Coleophoridae";"Coleophora"
"Athetis hospes";"vale stofuil";"macro";"Noctuidae";"Athetis"
"Phyllonorycter cerasicolella";"kersenvouwmot";"micro";"Gracillariidae";"Phyllonorycter"
"Bucculatrix rhamniella";"wegedoornooglapmot";"micro";"Bucculatricidae";"Bucculatrix"
"Paysandisia archon";"";"macro";"Castniidae";"Paysandisia"
"Xestia stigmatica";"ruituil";"macro";"Noctuidae";"Xestia"
"Udea numeralis";"tandjeskruidenmot";"micro";"Crambidae";"Udea"
"Leptidea reali";"verborgen boswitje";"rhop";"Pieridae";"Leptidea"
"Diaphania indica";"";"micro";"Crambidae";"Diaphania"
"Melitaea aurelia";"steppeparelmoervlinder";"rhop";"Nymphalidae";"Melitaea"
"Nycteola asiatica";"kleine wilgenuil";"macro";"Nolidae";"Nycteola"
"Nola holsatica";"bremvisstaartje";"macro";"Nolidae";"Nola"
"Automeris cecrops";"";"macro";"Saturniidae";"Automeris"
"Actias luna";"";"macro";"Saturniidae";"Actias"
"Chlosyne janais";"";"rhop";"Nymphalidae";"Chlosyne"
"Clepsis dumicolana";"klimopbladroller";"micro";"Tortricidae";"Clepsis"
"Endothenia lapideana";"geen Nederlandse naam";"micro";"Tortricidae";"Endothenia"
"Cnephasia alticolana";"";"micro";"Tortricidae";"Cnephasia"
"Caradrina gilva";"grauwe stofuil";"macro";"Noctuidae";"Caradrina"
"Caloptilia fidella";"hopsteltmot";"micro";"Gracillariidae";"Caloptilia"
"Phyllonorycter issikii";"lindevouwmot";"micro";"Gracillariidae";"Phyllonorycter"
"Tuta absoluta";"tomatenmineermot";"micro";"Gelechiidae";"Tuta"
"Pyroderces klimeschi";"";"micro";"Cosmopterigidae";"Pyroderces"
"Lobesia botrana";"druivenbladroller";"micro";"Tortricidae";"Lobesia"
"Anatrachyntis badia";"";"micro";"Cosmopterigidae";"Anatrachyntis"
"Scrobipalpa ocellatella";"bietzandvleugeltje";"micro";"Gelechiidae";"Scrobipalpa"
"Pseudeustrotia candidula";"glanzende marmeruil";"macro";"Noctuidae";"Pseudeustrotia"
"Cnephasia sedana";"slanke spikkelbladroller";"micro";"Tortricidae";"Cnephasia"
"Infurcitinea teriolella";"italiaans zandkroeskopje";"micro";"Tineidae";"Infurcitinea"
"Agonopterix oinochroa";"geen Nederlandse naam";"micro";"Elachistidae";"Agonopterix"
"Coleophora motacillella";"oostelijke meldekokermot";"micro";"Coleophoridae";"Coleophora"
"Cochylis molliculana";"dubbelkelkbladroller";"micro";"Tortricidae";"Cochylis"
"Pyroderces argyrogrammos";"";"micro";"Cosmopterigidae";"Pyroderces"
"Anacampsis scintillella";"";"micro";"Gelechiidae";"Anacampsis"
"Cnephasia pumicana";"ivoorspikkelbladroller";"micro";"Tortricidae";"Cnephasia"
"Aglaope infausta";"";"macro";"Zygaenidae";"Aglaope"
"Melitaea phoebe";"";"rhop";"Nymphalidae";"Melitaea"
"Coleophora graminicolella";"bleke silenekokermot";"micro";"Coleophoridae";"Coleophora"
"Maruca vitrata";"";"micro";"Crambidae";"Maruca"
"Dryadaula pactolia";"geen Nederlandse naam";"micro";"Tineidae";"Dryadaula"
"Thera cupressata";"cipresspanner";"macro";"Geometridae";"Thera"
"Ostrinia palustralis";"vikingmot";"micro";"Crambidae";"Ostrinia"
"Bucculatrix ainsliella";"amerikaanse ooglapmot";"micro";"Bucculatricidae";"Bucculatrix"
"Brenthis daphne";"braamparelmoervlinder";"rhop";"Nymphalidae";"Brenthis"
"Philedonides lunana";"";"micro";"Tortricidae";"Philedonides"
"Crombrugghia laetus";"fijntandvedermot";"micro";"Pterophoridae";"Crombrugghia"
"Evergestis aenealis";"egale valkmot";"micro";"Crambidae";"Evergestis"
"Hypercompe scribonia";"";"macro";"Erebidae";"Hypercompe"
"Thera cognata";"";"macro";"Geometridae";"Thera"
"Tebenna micalis";"zilveroogje";"micro";"Choreutidae";"Tebenna"
"Actias selene";"";"macro";"Saturniidae";"Actias"
"Elachista metella";"gierstgrasmineermot";"micro";"Elachistidae";"Elachista"
"Cameraria gaultheriella";"";"micro";"Gracillariidae";"Cameraria"
"Adscita geryon";"";"macro";"Zygaenidae";"Adscita"
"Parapoynx diminutalis";"";"micro";"Crambidae";"Parapoynx"
"Tascina metallica";"";"macro";"Castniidae";"Tascina"
"Coleophora bornicensis";"kroketjeskokermot";"micro";"Coleophoridae";"Coleophora"
"Pammene herrichiana";"zwartgrijze dwergbladroller";"micro";"Tortricidae";"Pammene"
"Anaproutia comitella";"";"micro";"Psychidae";"Anaproutia"
"Coleophora saponariella";"zeepkruidkokermot";"micro";"Coleophoridae";"Coleophora"
"Attacus atlas";"";"macro";"Saturniidae";"Attacus"
"Phalonidia udana";"wederikbladroller";"micro";"Tortricidae";"Phalonidia"
"Dichomeris juniperella";"grijze palpmot";"micro";"Gelechiidae";"Dichomeris"
"Metalampra italica";"italiaanse kaneelsikkelmot";"micro";"Oecophoridae";"Metalampra"
"Polyphaenis sericata";"groene geelvleugeluil";"macro";"Noctuidae";"Polyphaenis"
"Caryocolum fischerella";"zeepje";"micro";"Gelechiidae";"Caryocolum"
"Earias insulana";"katoengroenuil";"macro";"Nolidae";"Earias"
"Glyphipterix haworthana";"oranjetipparelmot";"micro";"Glyphipterigidae";"Glyphipterix"
"Lasionycta imbecilla";"";"macro";"Noctuidae";"Lasionycta"
"Montescardia tessulatellus";"zwamneusje";"micro";"Tineidae";"Montescardia"
"Stegania cararia";"zoomvlekspanner";"macro";"Geometridae";"Stegania"
"Eilema caniola";"vaal kokerbeertje";"macro";"Erebidae";"Eilema"
"Aedia leucomelas";"windeweeskind";"macro";"Noctuidae";"Aedia"
"Eucarta virgo";"maagdenuil";"macro";"Noctuidae";"Eucarta"
"Ericeia inangulata";"";"macro";"Erebidae";"Ericeia"
"Nymphalis xanthomelas";"oostelijke vos";"rhop";"Nymphalidae";"Nymphalis"
"Epinotia cinereana";"amerikaanse oogbladroller";"micro";"Tortricidae";"Epinotia"
"Hypena obsitalis";"dubbelstipsnuituil";"macro";"Erebidae";"Hypena"
"Metasia ophialis";"";"micro";"Crambidae";"Metasia"
"Nothocasis sertata";"esdoornblokspanner";"macro";"Geometridae";"Nothocasis"
"Psychoides verhuella";"tongvarenvretertje";"micro";"Tineidae";"Psychoides"
"Choreutis nemorana";"gevlamde skeletteermot";"micro";"Choreutidae";"Choreutis"
"Ancylis subarcuana";"grijze haakbladroller";"micro";"Tortricidae";"Ancylis"
"Bucculatrix chrysanthemella";"struikmargrietooglapmot";"micro";"Bucculatricidae";"Bucculatrix"
"Cosmopterix pulchrimella";"glaskruidprachtmot";"micro";"Cosmopterigidae";"Cosmopterix"
"Horisme radicaria";"tweelingbosrankspanner";"macro";"Geometridae";"Horisme"
"Elachista herrichii";"";"micro";"Elachistidae";"Elachista"
"Eublemma purpurina";"prachtpurperuiltje";"macro";"Erebidae";"Eublemma"
"Brahmaea tancrei";"";"macro";"Brahmaeidae";"Brahmaea"
"Mesapamea remmi";"";"macro";"Noctuidae";"Mesapamea"
"Cethosia myrina";"";"macro";"Nymphalidae";"Cethosia"
"Heliconius doris";"";"macro";"Nymphalidae";"Heliconius"
"Danis danis";"";"macro";"Lycaenidae";"Danis"
"Hypolimnas pandarus";"";"macro";"Nymphalidae";"Hypolimnas"
"Karsholtia marianii";"Karsholts kroeskopje";"micro";"Tineidae";"Karsholtia"
"Sciota fumella";"geen Nederlandse naam";"micro";"Pyralidae";"Sciota"
"Pieris mannii";"scheefbloemwitje";"rhop";"Pieridae";"Pieris"
"Petrophora convergata";"";"macro";"Geometridae";"Petrophora"
"Coleophora spiraeella";"spierstruikkokermot";"micro";"Coleophoridae";"Coleophora"
"Tathorhynchus exsiccata";"zuidelijke wikke-uil";"macro";"Erebidae";"Tathorhynchus"
"Gillmeria cf pallidactyla";"";"micro";"Pterophoridae";"Gillmeria"
"Eupithecia cf linariata";"";"micro";"Geometridae";"Eupithecia"
